106,6.64,7.48,9.14,9.96,11.62,2.49,3.75,6.24,4.98,7.47,5.81,11.62,3.32,0
107,6.32,7.12,8.7,9.48,11.06,2.37,3.57,5.94,4.74,7.11,3.16,6.32,0.79,0
108,6.88,7.74,9.46,10.32,12.04,2.85,4.29,6.87,5.73,8.31,5.16,10.32,0.86,0
109,3.68,4.14,5.06,5.52,6.44,1.84,2.76,4.6,3.68,5.52,3.68,7.36,2.76,12.6
110,5.76,6.48,7.92,8.64,10.08,1.44,2.16,3.6,2.88,4.32,2.88,5.76,0.48,14.82
111,5.34,6.12,7.38,8.16,9.42,1.26,1.89,3.15,2.52,3.78,1.68,3.36,1.26,0
112,6.6,7.44,9.09,9.9,11.55,2.2,3.32,5.52,4.4,6.6,3.3,6.6,0.55,1.65
113,7.1,8.2,9.84,10.92,12.56,2.46,3.69,6.15,4.92,7.38,4.92,9.84,0.82,0
114,7.36,8.28,10.12,11.04,12.88,1.53,2.31,3.69,3.06,4.44,2.3,4.6,0.46,0
115,9.2,10.36,12.66,13.8,16.1,4.6,6.92,11.52,9.2,13.8,5.75,11.5,1.15,4.6
116,8.24,9.28,11.34,12.36,14.42,4.12,6.2,10.32,8.24,12.36,5.15,10.3,1.03,0
117,8.64,9.72,11.88,12.96,15.12,2.16,3.24,5.4,4.32,6.48,2.16,4.32,0.54,2.7
118,7.08,7.98,9.75,10.62,12.39,3.25,4.9,7.85,6.55,9.5,2.95,5.9,0.59,0
119,8.8,9.9,12.1,13.2,15.4,3.63,5.46,8.76,7.26,10.56,5.5,11,1.1,0
120,6.96,8.01,9.63,10.68,12.3,2.16,3.24,5.4,4.32,6.48,2.7,5.4,1.62,5.34
121,6.64,7.48,9.14,9.96,11.62,2.7,4.02,6.51,5.37,7.86,4.15,8.3,3.32,2.49
122,6.96,7.83,9.57,10.44,12.18,2.32,3.48,5.8,4.64,6.96,3.48,6.96,2.9,4.06
123,9.12,10.26,12.54,13.68,15.96,2.46,3.7,5.98,4.92,7.2,5.7,11.4,1.14,0
124,6.36,7.17,8.76,9.54,11.13,1.59,2.4,3.99,3.18,4.77,2.65,5.3,2.12,1.59
125,6.84,7.71,9.42,10.26,11.97,1.14,1.72,2.86,2.28,3.42,2.85,5.7,0.57,0
126,8.88,10,12.22,13.32,15.54,2.44,3.66,5.88,4.88,7.1,5.55,11.1,1.11,0
127,6.96,8.01,9.63,10.68,12.3,2.16,3.24,5.4,4.32,6.48,2.16,4.32,0.54,1.78
128,9.04,10.4,12.5,13.86,15.96,4.64,6.92,11.12,9.24,13.44,4.2,8.4,3.15,0
129,7.62,8.76,10.53,11.67,13.44,2.36,3.56,5.92,4.72,7.08,2.95,5.9,1.77,19.5
130,6.9,7.9,9.5,10.55,12.15,0.96,1.44,2.4,1.92,2.88,1.28,2.56,0.32,3.18
131,6.8,7.66,9.36,10.2,11.9,2.55,3.84,6.39,5.1,7.65,4.25,8.5,0.85,0
132,5.9,6.7,8.12,8.94,10.36,2.13,3.21,5.34,4.26,6.39,2.84,5.68,0.71,11.2
133,8.52,9.6,11.73,12.78,14.91,2.13,3.21,5.34,4.26,6.39,3.55,7.1,2.13,3.55
134,8.4,9.46,11.56,12.6,14.7,2.1,3.16,5.26,4.2,6.3,5.25,10.5,6.3,0
135,9.12,10.26,12.54,13.68,15.96,3.04,4.56,7.6,6.08,9.12,3.8,7.6,0.76,0
136,6.4,7.2,8.8,9.6,11.2,0.96,1.44,2.4,1.92,2.88,1.6,3.2,0.32,0
137,9.12,10.26,12.54,13.68,15.96,1.14,1.71,2.85,2.28,3.42,1.52,3.04,0.76,6.84
138,6.9,7.86,9.51,10.5,12.15,2.2,3.32,5.52,4.4,6.6,2.75,5.5,0.55,0
139,8.48,9.54,11.66,12.72,14.84,4.24,6.36,10.6,8.48,12.72,6.36,12.72,3.18,0
140,8.8,9.9,12.1,13.2,15.4,3.3,4.95,8.25,6.6,9.9,5.5,11,3.3,0
141,8.64,9.72,11.88,12.96,15.12,2.16,3.24,5.4,4.32,6.48,3.6,7.2,0.72,0
142,7.2,8.12,9.92,10.8,12.6,1.8,2.72,4.52,3.6,5.4,3.15,6.3,0.45,0
143,10.6,11.95,14.6,15.9,18.55,2.12,3.2,5.32,4.24,6.36,3.18,6.36,0.53,0
144,7.2,8.1,9.9,10.8,12.6,3.03,4.53,7.23,6.06,8.76,4.5,9,2.7,0
145,6.9,7.9,9.5,10.55,12.15,0.64,0.96,1.6,1.28,1.92,1.6,3.2,1.92,5.3
146,7.04,7.92,9.68,10.56,12.32,1.32,1.98,3.3,2.64,3.96,2.2,4.4,0.44,3.52
147,7.4,8.35,10.2,11.1,12.95,1.11,1.68,2.79,2.22,3.33,1.85,3.7,1.11,0
148,8.4,9.46,11.56,12.6,14.7,2.1,3.16,5.26,4.2,6.3,6.3,12.6,4.2,0
150,6.78,7.72,9.34,10.3,11.92,2.43,3.66,6.09,4.86,7.29,4.86,9.72,4.05,0
153,10.44,11.76,14.37,15.66,18.27,2.61,3.93,6.54,5.22,7.83,3.48,6.96,1.74,0
154,12,13.5,16.5,18,21,5,7.5,12.5,10,15,6,12,1,0
155,8.56,9.64,11.78,12.84,14.98,3.21,4.83,8.04,6.42,9.63,5.35,10.7,4.28,9.63
156,6.08,6.84,8.36,9.12,10.64,1.14,1.71,2.85,2.28,3.42,2.28,4.56,1.9,0
157,6.88,7.76,9.48,10.32,12.04,1.72,2.6,4.32,3.44,5.16,2.15,4.3,1.72,12.9
158,6.32,7.12,8.7,9.48,11.06,2.37,3.57,5.94,4.74,7.11,3.95,7.9,1.58,6.32
159,8.52,9.6,11.73,12.78,14.91,2.25,3.36,5.49,4.47,6.6,3.55,7.1,0.71,8.25
160,6.72,7.56,9.24,10.08,11.76,2.73,4.08,6.6,5.43,7.95,4.2,8.4,0.84,0
161,8.64,9.72,11.88,12.96,15.12,3.24,4.86,8.1,6.48,9.72,3.24,6.48,2.16,0
162,8.24,9.28,11.34,12.36,14.42,3.09,4.65,7.74,6.18,9.27,4.12,8.24,5.15,0
163,7.36,8.28,10.12,11.04,12.88,3.96,5.96,9.64,7.96,11.64,5.52,11.04,0.92,7.92
164,9.24,10.41,12.72,13.86,16.17,3.08,4.64,7.72,6.16,9.24,3.85,7.7,0.77,0
165,6.84,7.71,9.42,10.26,11.97,1.86,2.76,4.47,3.69,5.4,2.28,4.56,1.71,0
166,7.86,9.06,10.89,12.09,13.92,2.44,3.68,6.12,4.88,7.32,2.44,4.88,0.61,10.05
167,6.6,7.44,9.09,9.9,11.55,1.65,2.49,4.14,3.3,4.95,2.75,5.5,0.55,4.95
169,6.66,7.68,9.21,10.23,11.76,2.04,3.08,5.12,4.08,6.12,2.04,4.08,2.04,8.55
170,10.44,11.76,14.37,15.66,18.27,2.61,3.93,6.54,5.22,7.83,2.61,5.22,2.61,3.48
171,8.56,9.64,11.78,12.84,14.98,3.21,4.83,8.04,6.42,9.63,5.35,10.7,2.14,0
172,6.6,7.44,9.09,9.9,11.55,1.77,2.67,4.32,3.57,5.22,2.75,5.5,2.2,0
173,9.93,11.49,13.77,15.33,17.61,2.28,3.42,5.7,4.56,6.84,3.8,7.6,3.04,0
174,8.04,9.06,11.07,12.06,14.07,2.01,3.03,5.04,4.02,6.03,2.68,5.36,2.01,0
175,10.38,12,14.4,15.96,18.36,1.72,2.6,4.2,3.44,5.04,2.4,4.8,0.8,0
176,11.2,12.6,15.4,16.8,19.6,2.34,3.54,5.64,4.71,6.81,3.5,7,3.5,3.9
177,6.24,7.02,8.58,9.36,10.92,2.34,3.51,5.85,4.68,7.02,3.12,6.24,0.78,7.02
178,7.44,8.38,10.24,11.16,13.02,2.79,4.2,6.99,5.58,8.37,4.65,9.3,5.58,0
179,7.08,7.98,9.75,10.62,12.39,1.92,2.88,4.65,3.81,5.58,2.95,5.9,1.18,3.84
180,7.6,8.55,10.45,11.4,13.3,1.14,1.71,2.85,2.28,3.42,1.14,2.28,0.38,4.56
181,12,13.52,16.52,18,21,2.49,3.75,6,5.01,7.26,3.75,7.5,0.75,0
182,8.16,9.18,11.22,12.24,14.28,1.52,2.28,3.64,3.04,4.4,2.04,4.08,3.4,3.04
183,8.64,9.72,11.88,12.96,15.12,3.24,4.86,8.1,6.48,9.72,5.4,10.8,3.24,4.32
184,6.96,7.84,9.58,10.44,12.18,2.61,3.93,6.54,5.22,7.83,4.35,8.7,1.74,0
185,6.4,7.2,8.8,9.6,11.2,2.4,3.6,6,4.8,7.2,3.2,6.4,2.4,12
186,8.48,9.54,11.66,12.72,14.84,3.18,4.77,7.95,6.36,9.54,4.24,8.48,2.12,0
187,6.48,7.3,8.92,9.72,11.34,3.48,5.24,8.48,7,10.24,3.24,6.48,0.81,9.72
188,8.52,9.6,11.73,12.78,14.91,2.84,4.28,7.12,5.68,8.52,3.55,7.1,1.42,0
189,7.18,8.3,9.96,11.06,12.72,3.32,5,8.32,6.64,9.96,4.15,8.3,2.49,0
190,10.8,12.15,14.85,16.2,18.9,3.6,5.4,9,7.2,10.8,3.6,7.2,1.8,0
191,10.8,12.15,14.85,16.2,18.9,3.6,5.4,9,7.2,10.8,3.6,7.2,1.8,0
192,4.95,5.7,6.87,7.59,8.76,1.17,1.77,2.94,2.34,3.51,1.56,3.12,0.78,0
193,8.64,9.72,11.88,12.96,15.12,2.88,4.32,7.2,5.76,8.64,2.88,5.76,2.16,0
194,10.17,11.58,14.01,15.45,17.88,3.24,4.88,8.12,6.48,9.72,4.05,8.1,3.24,12.9
195,6,6.78,8.28,9,10.5,1,1.52,2.52,2,3,1.25,2.5,1,0
196,14.04,16.2,19.44,21.6,24.84,2.16,3.24,5.4,4.32,6.48,2.16,4.32,0.54,0
197,7.08,7.98,9.75,10.62,12.39,1.98,2.97,4.74,3.96,5.73,2.36,4.72,1.77,6.6
198,8.16,9.24,11.22,12.36,14.34,1.32,2,3.32,2.64,3.96,1.32,2.64,1.32,5.15
